username	tweet	hashtags	mentions
mcolette	What a bullshit article, and written by a woman? Downside of 'crazy': Don't be like Taylor Swift  http://nyp.st/1B3osUA  via @nypost	[]	['nypost']
jwgoerlich	"You join conversations when you hear talk of Taylor Swift by saying, ""and did you see what @SwiftOnSecurity tweeted yesterday?"" https://twitter.com/_sn0ww/status/931195091070447617 …"	[]	['swiftonsecurity']
iambeckyg	@BeckyGland i would say Urban Pop, I've been told the Urban Taylor Swift. I love to Rap too. I'm the New New sound making my own :) thanks	[]	['beckygland']
enews	"E! News
23hShawn Mendes' Unfiltered Opinion About Taylor Swift's Boyfriend Joe Alwyn Might Shock You
Shawn Mendes' Unfiltered Opinion About Taylor Swift's Boyfriend Joe Alwyn Might Shock You - E!...
Shawn Mendes gave his honest opinion about Joe Alwyn, who has been dating Taylor Swift for about five years. Though Shawn first called him ""sweet,"" he later revealed his real thoughts.
eonline.com"	[]	['enews']
olearycrew	RT @ben_rosen: taylor swift is on tour celebrating her biggest eras. meanwhile my wife said her biggest era was marrying me https://t.co/op…	[]	['ben_rosen']
WookieeIndex	"RT @RobertMSterling: Stop scrolling! Don't shake this thread off!

Introducing...

Private equity firms as Taylor Swift looks! 🔥🔥

(Look wh…"	[]	['RobertMSterling']
natashananner	RT @The_SummerMan: Halftime Show went from Taylor Swift to Rihanna in less than a week https://t.co/Zj5Xsgik5J	[]	['The_SummerMan']
_RellzAlmighty	RT @spoiliarium: no zendaya, no alexa demie, no hunter schafer, no rihanna, no beyoncé, no ariana grande, no taylor swift, no timothée chal…	[]	['spoiliarium']
nicouze	@Ames1788 @lapalmagem @lgatcombe @frugalali21 @francenerisk @besoslaila or something lighter on the eyes and taylor swift red would also do.	[]	['lgatcombe', 'frugalali21', 'francenerisk', 'besoslaila']
taylorstan123	Hey @KISSFMPhoenix! Remember when Taylor Swift started the record-breaking reputation stadium tour in Glendale? We would love to hear #cardigan �� pic.twitter.com/O4FH7WQ2Hh	['#cardigan']	['tswiftnewslabu', 'kissfmphoenix']
kfcradio	"In a surprise to no one, @ChrisDComedy has super sperm #PinkPints

Taylor Swift liked @FeitsBarstool tweet today, what a world #PinkPints
 https://www.barstoolsports.com/live/2208837/friday-night-pints-march-27th-2020 … pic.twitter.com/Jeh6d1vpiB"	['#pinkpints', '#pinkpints']	['chrisdcomedy', 'feitsbarstool']
NYACC1978	"RT @DesireeAmerica4: The Buffalo Bills are up 17-13 against Taylor Swift at halftime. 

Will this be the end of the Swift dynasty? https://…"	['']	['DesireeAmerica4']
EvsInThailand	RT @sitcomabed: if Taylor swift endorses this war criminal that has been complicit in both killing 30 thousand civilians and starving 2 mil…	['']	['sitcomabed']
colinsteele	RT @stephanie_murr: The local news is talking about Taylor Swift playing Gillette like it’s an incoming nor’easter	[]	['stephanie_murr']
Masc4FemFatale	"RT @PopCrave: Taylor Swift and Drake reportedly recorded a secret song together during sessions for her 2017 album, ‘reputation.’

Accordin…"	[]	['PopCrave']
rosstell	RT @tayswiftdotcom: Ticketmaster has updated Taylor Swift’s page ahead of her @GMA announcement! https://t.co/PRwwTF9apA	[]	['tayswiftdotcom', 'GMA']
enchantedbridge	RT @shakeitoffline: it’s fine if I hate myself and have insecurities but I draw the line at taylor swift hating herself and having insecuri…	[]	['shakeitoffline']
revolve	SPOTTED: Taylor Swift head & shoulders above the rest in @DL1961jeans Emma Legging in Antigua.  http://ow.ly/lHCNN   http://ow.ly/i/2hgUQ 	[]	['dl1961jeans']
stuartkhall	Taylor Swift still sounds terrible on it. But the speaker sounds great, would recommend. I'm a voice assistant convert now. So much easier to put music on.	[]	['isaakdury']
erinblaskie	This thread is giving me so much life... @awwstn on if Taylor Swift were B2B software. �� https://twitter.com/fellowapp/status/1291850415416528896 …	[]	['awwstn']
rayredacted	"They will verify Jake and Lesley if you simply hire a PR agency & spend a few grand on Twitter advertising. 

They will most likely never verify Tay b/c of potential liability over the use of Taylor Swift’s name and image, even though she said that she is amused by the account. pic.twitter.com/5BTxLOu96B"	[]	['malwarejake', 'hacks4pancakes', 'mikemcdnet', 'swiftonsecurity', 'verified']
TheCut	"The Cut
5hThere were rumors that Taylor Swift would be walking Lena Dunham down the aisle, but it seems she just gave a speech
Lena Dunham Is Married!
She and musician Luis Felber tied the knot over the weekend.
thecut.com"	[]	['TheCut']
lucasoilstadium	The VIP collector’s box for the Taylor Swift reputation Stadium Tour is amazing! VIP is definitely the way to go for her show at @LucasOilStadium on September 15! http://ow.ly/1Qmj30iYq2B 	[]	['lucasoilstadium']
Gwen_UsBeauty	RT @usweekly: Taylor Swift and Gigi Hadid's friendship has never gone out of style. ❤️ https://t.co/sh7541LQyL	[]	['usweekly']
shannonbryana	RT @TicketmasterUK: It’s happening! Taylor Swift | The Eras Tour will come to the UK in 2024! Register before 23.59 BST on 22 June for the…	[]	['TicketmasterUK']
cody6877	"RT @GilletteStadium: 13 years ago Taylor Swift played her first Gillette Stadium show. 

1 week until she plays her 13th.

RT and follow to…"	[]	['GilletteStadium']
TMZ	"Olivia Rodrigo’s New Album ‘Sour’ Has A Taylor Swift Feature & Tons Of Joshua Bassett References (via 
@CelebMagTM
)Olivia Rodrigo 'Sour:' Taylor Swift Feature, Joshua Bassett References
Olivia Rodrigo's new album, 'Sour,' has a low-key Taylor Swift feature and a ton of Joshua Bassett references. We broke down the lyrics.
celebmagazine.com"	[]	['CelebMagTM']
crimsonpostgrad	RT @k1llacourt: I can’t wait for y’all to realize ticketmaster IS the reseller like that’s what the whole taylor swift trial is abt 😭😭😭	[]	['k1llacourt']
joeybagovdonuts	RT @JakeKaplanNY: Taylor Swift signing the Declaration of Independence, July 4th, 1776. https://t.co/htafah8ZwD	[]	['JakeKaplanNY']
moneyaol	Taylor Swift sued for 'Shake it Off' lyrics  http://bit.ly/1Rs9Yn4  via @MoneyAOL pic.twitter.com/lFwfh5Y1z1	[]	['moneyaol']
lauchlin	I take this to mean you didn't like the Taylor Swift mashup I tweeted a minute before you posted this one, and I am deeply wounded	[]	['halifaxeditor']
rogermuru	RT @tannerrampton: Obsessed with and inspired by Taylor Swift’s new Lavender Haze music video. My favorite part was the Koi fish swimming i…	[]	['tannerrampton']
brianne2k	"Brianne Fleming
7hWant more marketing + pop culture fun? Check out the Making the Brand podcast!

50+ topics with marketing lessons from:
• Harry Potter
• Blink-182
• Spice Girls
• Clueless
• The Rock
• Sneakerhead Culture
• Beyoncé
• Taylor Swift 

and more :)
spotify.com
Making the Brand Podcast — 50+ Episodes!"	[]	['brianne2k']
exilehive	RT @pojbase: No thoughts, just Lana Del Rey and Taylor Swift in Midnights era. https://t.co/WaEL1iL4xM	[]	['pojbase']
fuckit_ilove	"RT @theswiftmuseum: �� | “All Too Well: The Short Film” has won Best Longform Video at this year's #VMAs 

— It marks Taylor Swift's first-e…"	['VMAs']	['theswiftmuseum']
ncanarchist	"RT @taylorsredtv: Greatest female artists of all time on Billboard 200

1. Taylor Swift
2. Barbara Streisand
3. Mariah Carey
4. Whitney Hou…"	[]	['taylorsredtv']
KFCradio	"RT @TRobertson2: Was expecting a Taylor Swift level queue. I think it was more. 

@KFCradio @KFCBarstool @FeitsBarstool https://t.co/TvizWU…"	[]	['TRobertson2', 'KFCradio', 'KFCBarstool', 'FeitsBarstool']
talkin_fishbone	RT @taeshobis_: iso wtb will beg for taylor swift eras tour tickets to either 5/6 or 5/7 nashville show!!!!  will ask for A LOT of proof an…	[]	['taeshobis_']
scottjshapiro	" @shershovitz
 and 
@jsbalek
Here's Scott's op-ed:
nytimes.com
Opinion | Taylor Swift, Philosopher of Forgiveness (Published 2019)
The pop superstar offers genuine insight about “moving on.”"	[]	['Klonick', 'shershovitz', 'jsbalek']
ryanlawler	RT @TheOnion: Fans Speculate Who Taylor Swift Might Be Talking About In New Song ‘My Weird Little Racist Guy’ https://t.co/blYf3z71Rf https…	[]	['TheOnion']
chartdata	"chart data
18hEvery Billboard Year-End #1 female artist since 2010:
2010: Lady Gaga
2011: Adele
2012: Adele
2013: Taylor Swift
2014: Katy Perry
2015: Taylor Swift
2016: Adele
2017: Ariana Grande
2018: Taylor Swift
2019: Ariana Grande
2020: Taylor Swift
2021: Olivia Rodrigo
297
1.4K
10.4K"	['1']	['chartdata']
msnbc	"Saturday on @MSNBC:

Watch 'One World: Together At Home,' a special event supporting WHO and the global fight to end COVID-19, with performances by Lady Gaga, Paul McCartney, Taylor Swift and more, hosted by Jimmy Fallon, Stephen Colbert and Jimmy Kimmel. pic.twitter.com/KjrYgHfI9v"	[]	['msnbc']
liveglamco	Taylor Swift Debuts New Curly Blonde Hair While Going #Makeup-Free  http://bit.ly/2s8m4v2  via @StyleCaster pic.twitter.com/LctmGOBjLn	['#makeup']	['stylecaster']
arashshirazi	"Taylor Swift pulls her music from Spotify"" reports @wsj. Adds she & Spotify are ""never, ever, getting back together.""  http://on.wsj.com/1oaTfKY "	[]	['wsj']
blessedswift	"RT @Bacchylides2: my favourite thing is the general public realising that those ""12 year old girls"" that liked taylor swift are now 25 year…"	[]	['Bacchylides2']
realcpaz	RT @dollfreak_: remember when taylor swift was dating matty healy and swifties started writing think pieces abt bow they no longer felt phy…	[]	['dollfreak_']
DollRevolution	"RT @tswifterastour: 🚨| ""august"" is officially the first song on the official setlist for Taylor Swift's 'The Eras Tour' to be performed as…"	['']	['tswifterastour']
bridgetfeehan13	@the_diagon_alli happy birthday to the most beautiful and gorgeous person. I hope you have an awesome day and get all the presents you want. I hope you get spoilt because you totally deserve it. I hope you get Taylor swift president for your birthday. Enjoy your special day ❤️❤️ pic.twitter.com/Df0vvqhjqf	[]	['the_diagon_alli']
bonniefuller	Taylor Swift Jokes About Bathroom Sex In Raunchy   http://hollywoodlife.com/2017/09/05/taylor-swift-wedding-speech-abigail-anderson-bridesmaid/ … via @HollywoodLife Good on you, Taylor!	[]	['hollywoodlife']
acotgreave	♫  #lastfm artists: Russian Circles (21), Christine and the Queens (20), Savages (14), Taylor Swift (14).. via @tweeklyfm #music	['#lastfm', '#music']	['tweeklyfm']
mcolette	“@EW: .@charli_xcx puts a new punk spin on Taylor Swift’s 'Shake It Off':  http://ow.ly/IPrEc   pic.twitter.com/bqxDnCEUM0” No✋	[]	['ew', 'charli_xcx']
urbanangel2020	I loved the Taylor Swift documentary. I had no idea she was going through all that. pic.twitter.com/QqNlQXcb71	[]	['gollums_luck']
bfchr	"Der Trubel um die „Eras Tour“ ist riesig, die Zahlen sind's sowieso: Mehr als eine Milliarde $ dürfte Taylor Swift nur mit Tickets einnehmen - Lastwagenfahrer &amp; andere Crew-Mitgliedern bekamen zum Ende der US-Dates jetzt einen stattlichen Bonus. 

https://t.co/ef5CmgFF5N @faznet"	[]	['faznet']
ELLEfrance	RT @ELLEfrance: Quel est ce livre mystérieux que les fans de Taylor Swift s’arrachent ? https://t.co/AnEQamJGRU https://t.co/UgcNpvV5LX	[]	['ELLEfrance']
elamin88	RT @rdassaly: I spoke to former MLSE president Tim Leiweke,  who played a key role in brokering a deal to bring Taylor Swift to Toronto for…	[]	['rdassaly']
bmi	RS Charts: Taylor Swift Retains Top Spot on Artists 500  https://www.rollingstone.com/music/music-news/charts-taylor-swift-artists-500-882255/ … via @RollingStone #BMIPop	['#bmipop']	['rollingstone']
cidorta	"RT @shadow_twts: Artists with the most weeks at #1 in the US Digital Song Sales:

#1 Taylor Swift (52)
#2 @BTS_twt (49)"	[]	['shadow_twts', 'BTS_twt']
euniceindaeyooo	RT @PopCrave: Owner of transportation company that works on Taylor Swift’s #ErasTour says the $100k bonus she gave truckers is 10x the norm…	['ErasTour']	['PopCrave']
Taylorsswift_22	RT @TSTheErasTour: ‼️| Man who sold 10 of Taylor Swift’s #SpeakNowTaylorsVersion albums illegally, after stealing them from a warehouse in…	['SpeakNowTaylorsVersion']	['TSTheErasTour']
MrVicks	RT @ThePopTingz: The city of Glendale in the US will be named “Swift City” for 1 week in honor of Taylor Swift kicking off her “Eras Tour”.…	[]	['ThePopTingz']
sohosultry	"jupiter
10hWhat would you give Aly & AJ (SAME RULES APPLY)
Golden Hour - Kacey
3AM - HAIM, Thundercat
marjorie - Taylor Swift
Prisoner - Miley Cyrus
40 votes
·
20 minutes left"	[]	['sohosultry']
stateofarabella	RT @PopCrave: �� Taylor Swift will release the music video for “Bejeweled” tonight. https://t.co/bWxmGlPojq	[]	['PopCrave']
sabcatsilver	Grateful I can delete messages on iphone because...I sent a bunch of lovey dovey texts to my group project chat instead of @skinnylatte accidentally. I also complained about Taylor Swifts songs playing at the café giving me writer's block. https://t.co/WgjBjLsODq	[]	['skinnylatte']
crypticgays	RT @chuuyaisms: “but i’m the fool, i’m the idiot, because half the songs i write still start out as duets” oh i know taylor swift was mad s…	[]	['chuuyaisms']
Amr_JAL	RT @blackpopgirl: sorry I ghosted you a new taylor swift album came out and I have been hyper fixated on it ever since	[]	['blackpopgirl']
chegg	@hellohannahgray You’ve won 2 tickets to Taylor Swift’s #1989WorldTour in Lexington! DM us your email by 9pm PDT tonight :)	['#1989worldtour']	['hellohannahgray']
dontwannashare	Jfffjfjf my three brain cells stanning Taylor Swift, Game of Thrones and Harry Potter each cane together to snap today.	[]	['swiftieforsure']
ifindkarma	"You might enjoy Samantha’s version of Taylor Swift’s “Lover”, too.

#HappyBirthdayTaylor !! https://twitter.com/samanthapweiss/status/1173101579727233024?s=21 …"	['#happybirthdaytaylor']	['shurider17', 'samanthapweiss', 'taylornation13', 'taylorswift13']
meetmytalent	Careese Gordon @CareeseG #Singing 'Safe & Sound' by Taylor Swift --  http://www.meetmytalent.com/user_account_description.php?usr=3f346b42b6c32dbfb698e67733bd1c4dd7a84628c025d30f7b2c52c958767e76d95eb2e0024873620e650410bf4ff9aa&type=yt&vid=2030 …	['#singing']	['careeseg']
kamlinm	Taylor Swift To Donate All Proceeds From New Video ‘Wildest Dreams’ to Wild Animals!  http://www.onegreenplanet.org/news/taylor-swift-donates-proceeds-from-new-video-wildest-dreams-to-wildlife-conservation/ … via @OneGreenPlanet	[]	['onegreenplanet']
sarayasin	RT @j_dingdingding: Some Very Important Journalism here guys🚨 carry your section by learning these Taylor Swift fan chants before the conce…	[]	['j_dingdingding']
managingip	Weekly blog roundup by @mdloney feat. @TheCIPA BOB, SCOTUS, Taylor Swift, S101 & Eli Lilly  http://www.managingip.com/Blog/3467989/Battle-of-the-IP-bands-Google-v-Oracle-Taylor-Swift-Section-101-judgments-Eli-Lillythe-week-in-IP.html … pic.twitter.com/tx3F7GnHz3	[]	['mdloney', 'thecipa']
feeonline	"RT @dcexaminer: ""CNN reported on Wednesday that we may have new culprits for inflation: Beyonce and Taylor Swift.""
-Jon Miltimore
https://t…"	[]	['dcexaminer']
MirrorCeleb	"Mirror Celeb
Feb 17Taylor Swift 'pulls out' of Glastonbury despite agreeing to headline two years ago.

https://mirror.co.uk/3am/celebrity-news/taylor-swift-pulls-out-glastonbury-26253232…"	[]	['MirrorCeleb']
mighty	Taylor Swift just joined #litigationfinance. No, for real. @ATLBlog @BenthamIMF @BurfordCapital @LexShares  http://buff.ly/1Rt6CB6 	['#litigationfinance']	['atlblog', 'benthamimf', 'burfordcapital', 'lexshares']
boris_Hameron	"RT @tswifterastour: 🚨| Taylor Swift has officially performed ""You're On Your Own, Kid"" on the guitar for the first time ever! #DublinTSTheE…"	['']	['tswifterastour']
patkiernan	"My quiz to determine whether Taylor Swift is qualified to be the NYC Tourism ""Ambassador.""  http://ht.ly/DrRlX  cc: @PesceNic #picks"	['#picks']	['pescenic']
tedfrank	RT @JoePompliano: This young Bills fan showed Taylor Swift the Josh Allen meme as she walked into the game 🤣 https://t.co/OHmYa0bxGW	['']	['JoePompliano']
RollingStone	"Rolling Stone
Jan 25“I write ALL of my own songs.,"" Taylor Swift tweeted. Your hot take is completely false and SO damaging.”
rollingstone.com
'It's F-cked Up to Try and Discredit My Writing': Taylor Swift Fires Back at Blur's Damon Albarn
""It's really fucked up to try and discredit my writing"": Taylor Swift has fired back at Blur's Damon Albarn."	[]	['RollingStone']
Toronto_nian	#MusicNews #TaylorSwift - Singer-Songwriter Taylor Swift @TaylorSwift13 snubs Canada in her latest #ErasTour announcement. https://t.co/aAMZpK2qrk via @Toronto_nian - The Voice Of Toronto - #TorontoTalk	['MusicNews', 'TaylorSwift', 'ErasTour', 'TorontoTalk']	['taylorswift13', 'Toronto_nian']
_ster_ling	RT @DrSweets24: Only one of these rappers has a song with U2, Imagine Dragons, Taylor Swift, and Maroon 5. What’s worse, a pop star or a wa…	[]	['DrSweets24']
IIB	IBJ reporter @317lindquist looks at how Indianapolis secured a spot on Taylor Swift's landmark Eras Tour: https://t.co/iHnOBGN9ki	[]	['317lindquist']
cdt	Sensitive Words: Taylor Swift Edition  http://chinadigitaltimes.net/2015/07/sensitive-words-taylor-swift-edition/ … starring @taylorswift13 and @limlouisa	[]	['taylorswift13', 'limlouisa']
njwmn_	RT @H44MlLTON: Taylor Swift and Joe Alwyn broke up so I blocked Max Verstappen https://t.co/fnrPNcvTag	[]	['H44MlLTON']
kvburton657	"RT @NotFancy_: Enchanted by Taylor Swift, a pure innocent song about loving someone 
https://t.co/bbRDCYdkU8"	[]	['NotFancy_']
bridgetfeehan13	"@alltoolindsey
 happy birthday to the most beautiful and gorgeous person. I hope you have an awesome day and get all the presents you want. I hope you get spoilt because you totally deserve it. I hope you get Taylor swift presents for your birthday. Enjoy your special day GIF"	[]	['alltoolindsey']
AGoldsmithEsq	@lavern_spicer President Obama pegged him years ago when he stormed onto the stage and grabbed a microphone out of Taylor Swift‘s hand. “He’s a jack ass.“	[]	['lavern_spicer']
martinlovell23	When @britt_saunders ends her ex bfs career like Kim ended Taylor Swift. Dammmmmn! pic.twitter.com/9MkeAjwmI6	[]	['britt_saunders']
LANACION	"LA NACION
19hPolémica: la inesperada defensa de Gabriel Boric a Taylor Swift en las redes sociales https://lanacion.com.ar/espectaculos/polemica-la-inesperada-defensa-de-gabriel-boric-a-taylor-swift-en-las-redes-sociales-nid25012022/?utm_term=Autofeed&utm_medium=Echobox&utm_source=Twitter#Echobox=1643086264…"	['Echobox']	['LANACION']
WIONews	"WION
Nov 24Taylor Swift earns her fourth no. 1 in 16 months with new ‘Red’

Read this story from The New York Times (
@nytimes
) on WION
wionews.com
Taylor Swift earns her fourth no. 1 in 16 months with new ‘Red’
At the start of 2020, Taylor Swift’s itinerary for the near future looked simple enough. She planned to tour that summer to support her latest No. 1 album, “Lover.” And although Swift had said she..."	[]	['WIONews', 'nytimes']
ndn	"RT @pbpost: Celebrity jets: @Jxck_Sweeney tracks ""famous"" planes owned by Elon Musk, Taylor Swift, Donald Trump and Ron DeSantis @ElonJetNe…"	[]	['pbpost', 'Jxck_Sweeney']
Albumism	RT @valeroseba: El único disco que escuché completo de Taylor Swift cumple 4 años. Y me gustó, sí, está buenísimo.	['']	['valeroseba']
MargaretWallace	Taylor Swift is making more than $13 million a night, and Amazon's CEO is asking his Hollywood studio to explain its spending. Read more in the latest edition of Screentime https://t.co/sa9YdaGv1T via @technology	[]	['technology']
Andreia62319717	"RT @bchartsnet: ��Billboard Top Artists 2022:

1⃣Bad Bunny
2⃣Taylor Swift
3⃣Harry Styles
4⃣Drake
5⃣Morgan Wallen
6⃣Doja Cat
7⃣Ed Sheeran
8⃣A…"	[]	['bchartsnet']
simplystylistxo	Keep yourself warm & cozy this winter while channeling your inner @taylor swift >  http://bit.ly/1J72inn  @jcrew @NaturalizerShoe @ZARA @ASOS	[]	['taylor', 'jcrew', 'naturalizershoe', 'zara', 'asos']
irace	"“Apple will [pay artists during the] trial after Taylor Swift complained on Tumblr (Not Medium? These music types…)” -@BenedictEvans
😆"	[]	['benedictevans']
ilazer	@brittawolfrum i am APPALLED that he was hot and also u had the gosselins AND taylor swift? next stop: hollywood, pennsylvania, plz! (ew)	[]	['brittawolfrum']
zgoldstein	@pfels1 @hypem I thought I saw you dancing in the background of that Taylor swift music video, Fels. Didn't know you were such a fan.	[]	['pfels1', 'hypem']
leahwyar	"Amazing ""@Cosmopolitan: A GIF of the awkward moment Taylor Swift thought she won a Grammy:   http://cosm.ag/6016e9bC   pic.twitter.com/pkBz1C5QKv”"	[]	['cosmopolitan']
luxuryperfume	Check out Taylor Swift Wonderstruck Enchanted 3.4 oz Eau De Parfum Spray For Women NIB   http://www.ebay.com/itm/Taylor-Swift-Wonderstruck-Enchanted-3-4-oz-Eau-De-Parfum-Spray-For-Women-NIB-/321912054274?roken=cUgayN&soutkn=5rgWMs … via @eBay	[]	['ebay']
Slate	"Slate
9hA slew of great songs—from Cardi B, Megan Thee Stallion, Lana Del Rey, and many more—from a not-so-great year.
slate.com
The Top 40 Songs of 2021
Lil Nas X, Olivia Rodrigo, and Taylor Swift all made the cut."	[]	['Slate']
yesweekly	It's a good thing birthday boy @YESRyan is our music writer — Taylor Swift's latest single is my top radio jam right now. Happy birthday!	[]	['yesryan']
bonniefuller	Taylor Swift Breaks Silence On Politics & Slams TN’s Republican Senate Candidate Ahead Of Midterms  https://hollywoodlife.com/2018/10/07/taylor-swift-politics-midterm-elections-2018-voting/ … via @HollywoodLife	[]	['hollywoodlife']
J14Magazine	"J-14 Magazine
Dec 6The holiday season is in full swing, and these songs are here to help you celebrate!
j-14.com
Celebrities Who've Released Original Christmas Songs: Listen
Discover all the celebrities who have released their very own original Christmas songs, including the Jonas Brothers, Ariana Grande, Taylor Swift and more."	[]	['J14Magazine']
VICE	"VICE
10hYou’ve seen her creations everywhere, for years. Rihanna's glasses in the “Run This Town” video. Taylor Swift's  boots at the 2019 VMAs. Beyoncé wore an array of Gold’s glasses in her Black Is King film. “That’s my LinkedIn endorsement,” Gold says. https://vice.com/en/article/epn7a7/kerin-rose-gold-bedazzler-to-the-stars-v28n3…"	[]	['VICE']
alexwickham	RT @jdcapelouto: Rishi Sunak apparently went to a Taylor Swift-themed SoulCycle class in Santa Monica ? https://t.co/J1HsFFaFzG	[]	['jdcapelouto']
annaironside	RT @DeVerdadera1: Do you really think that Taylor Swift, who is in the midst of her mega The Eras Tour, doesn’t use COVID preventatives not…	[]	['DeVerdadera1']
danwibg	"Apple is investing in a company that lets musicians own their work. What could possibly go wrong?  https://marketplace.org/2021/03/31/apple-is-investing-company-lets-musicians-own-their-work/…  
@fictionalbeckApple is investing in a company that lets musicians own their work
Taylor Swift is one notable example of an artist at odds with a major record label.
marketplace.org"	[]	['fictionalbeckApple']
goldrushed13	RT @butwhatcanitay: manifesting that we will get to add to this genre of taylor swift pictures tonight https://t.co/1cuNfPavgb	[]	['butwhatcanitay']
fiyaevermore	"RT @TSwiftNZ: �� | Taylor Swift when asked about going on tour [@TheGNShow]

""I mean… it’s soon-ish. We'll do it, it’s gonna be great ��” htt…"	[]	['TSwiftNZ', 'TheGNShow']
gregsandiego	"@GerberKawasaki Clearly there was value in verifying notable accounts. Think how many blue check Taylor Swifts we'll see after this?

I suspect there is mutual resentment playing out here between Elon and the old ""notable"" class."	[]	['GerberKawasaki']
oldandrewuk	RT @FakeShowbizNews: Taylor Swift says next Saturday will be the first anniversary of the day she accidentally smashed her favourite mug.…	[]	['FakeShowbizNews']
benchu_	Unfortunately I didn't see this before I wrote the piece, but Taylor Swift is trying to test concert applicants' loyalty by seeing how many t-shirts & rings they buy! https://www.independent.ie/entertainment/music/how-taylor-swift-beat-the-touts-but-fans-will-pay-price-for-new-ticket-model-36460573.html …	[]	['johnrentoul', 'byrobdavies']
dahvishira	Pretty obsessed with @susandominus's Q & A with Taylor Swift. Oh, just hilarious...  http://nyti.ms/T6rsK5 	[]	['susandominus']
brandthunder	RT @arianax1989: Taylor Swift by MaDonna New Tab Page, Now with SNOW!  http://home.brandthunder.com/taylorswift/?extension … via @brandthunder	[]	['brandthunder']
masslivenews	"masslivenews
Oct 18Taylor Swift, Paul McCartney and Jennifer Hudson among presenters at Rock Hall induction
masslive.com
Taylor Swift, Paul McCartney and Jennifer Hudson among presenters at Rock Hall induction
The ceremony will take place on Oct. 30 at Rocket Mortgage FieldHouse in downtown Cleveland."	[]	['masslivenews']
ClaraJeffery	RT @eroston: The number of people who registered to buy Taylor Swift tickets for six  Toronto shows is equal to 82% of the Canadian populat…	[]	['eroston']
noybsk2017	"RT @ThePlumLineGS: Taylor Swift is ""the antidote we need,"" says @JillDLawrence. Swift shows how to ""be strong without threats and intimidat…"	['']	['ThePlumLineGS', 'JillDLawrence']
StarCinema	"Star Cinema
Nov 14Tamang emote lang si Maris kahit happily in a relationship   SEE HERE:
starcinema.abs-cbn.com
'Break na muna tayo, Rico,' Maris Racal quips after release of Taylor Swift's re-recorded 'Red' |...
Maris' humor is really on a whole other level! "	[]	['StarCinema']
ElderBartleby	RT @stoolpresidente: I went on @Varneyco this morning to chat it up about Barstool and Taylor Swift https://t.co/Snkj1xFRjy	[]	['stoolpresidente', 'Varneyco']
NavdeepSBains	"RT @breakfasttv: ✨BREAKING✨ Rogers Communications has just announced it is proud to present Taylor Swift: The Eras Tour in Canada!

Swift w…"	[]	['breakfasttv']
PublicTheaterNY	"One thing is probably for sure, Taylor Swift has been working many late nights to deliver 2 albums in 2020. Would you say the same was true for writing HAMILTON, @lin_manuel? 
tiktok.com/@_samjordan_/v…"	[]	['lin_manuel', '_samjordan_']
BBCSounds	"RT @BBCAccessAll: “Three Taylor Swift songs equates to ten minutes”

Dyscalculia is a learning disability that makes number-related concept…"	[]	['BBCAccessAll']
gosia_lo	"RT @taylorswizzle14: We are leading for the past couple hours but the gap is still small. 

I am voting for Taylor Swift for Artist of the…"	[]	['taylorswizzle14']
joanndoan	no effing way!!! RT @PerezHilton: Taylor Swift Has Moved On From Harry Styles With…Bradley Cooper?!  http://perez.ly/13ALEYx 	[]	['perezhilton']
rayredacted	"I thought your tweets were absolutely brilliant, and almost jokingly I actually started paying attention when a Taylor Swift song would come on Sirius.  

Ironically, I ended up becoming a huge fan of both Taylor Swifts.

Especially the recent movies (including Dallas concert)"	[]	['explanoit']
CurtisSChin	"Ok, @taylorswift13! Now that you’ve had a taste, come see us in #Thailand 🇹🇭.

Taylor Swift Accidentally Swallowed a Bug on Stage During #Eras Tour
https://t.co/loaMPk5jPO

#TaylorSwift, #bugs are good food. 🧵 via  @BamBam1A https://t.co/Go9ZgA1GN5"	['Thailand', 'Eras', 'TaylorSwift', 'bugs']	['taylorswift13', 'BamBam1A']
nw3	RT @BichonRedux: Taylor Swift should break up with Travis  for his temper tantrum and assaulting his coach. What a loser.	['']	['BichonRedux']
3daydog	"David Veloz
Feb 12One of my credit cards got hacked, and at first I was sympathetic because they tried to eat at McDonalds like 20 times and I thought they were hungry. But they also bought tickets to some classical Taylor Swift tribute concerts and a bottomless mimosa brunch experience in NYC."	[]	['3daydog']
MSNBC	"MSNBC
Nov 10.
@chrislhayes
: While working in the Trump White House, Olivia Troye was blasting Taylor Swift in her office when a colleague knocked on her door and asked, “Are you trying to get fired?”
msnbc.com
Why this ex-Trump aide was warned to turn off Taylor Swift in the White House
While working in the Trump White House, Olivia Troye was blasting Taylor Swift in her office when a colleague knocked on her door and asked, “Are you trying to get fired?” "	[]	['MSNBC', 'chrislhayes']
hunterwalk	"@NathanCHubbard
 “this album had Big D energy - and I mean Disney”‘Speak Now’ | Every Single Album: Taylor Swift — Ringer Dish
Nathan and Nora are here to talk about Taylor Swift’s third album, ‘Speak Now.’ Beloved by fans, the album shows Taylor’s continued turn away from country and into pop, displays her sharpening...
overcast.fm"	[]	['NathanCHubbard']
dilemmv	@transpotatoface @paulswhtn How is he a predator? Taylor Swift is 32 and Drake is 35. https://t.co/omBkfFFJc8	[]	['transpotatoface', 'paulswhtn']
pettyparthy	RT @mattxiv: taylor swift was getting just a bit ahead of herself w this lyric https://t.co/UWryCS5kz1	[]	['mattxiv']
